ENSG00000252365	ENSXETG00000029272	ENSDARG00000083784
ENSG00000114166	ENSXETG00000014008	ENSDARG00000062634
ENSG00000126461	ENSXETG00000002859	ENSDARG00000054010
ENSG00000200999	ENSXETG00000029243	ENSDARG00000083457
ENSG00000128268	ENSXETG00000016128	ENSDARG00000038069
ENSG00000128268	ENSXETG00000016128	ENSDARG00000036619
ENSG00000171766	ENSXETG00000016109	ENSDARG00000036239
ENSG00000091879	ENSXETG00000004379	ENSDARG00000014946
ENSG00000187559	ENSXETG00000001667	ENSDARG00000042485
ENSG00000100994	ENSXETG00000012788	ENSDARG00000002021
ENSG00000130783	ENSXETG00000033620	ENSDARG00000077445
ENSG00000072786	ENSXETG00000014423	ENSDARG00000042760
ENSG00000118454	ENSXETG00000009602	ENSDARG00000042444
ENSG00000154330	ENSXETG00000001670	ENSDARG00000060745
ENSG00000185262	ENSXETG00000025265	ENSDARG00000076968
ENSG00000091651	ENSXETG00000003891	ENSDARG00000075682
ENSG00000167283	ENSXETG00000010111	ENSDARG00000011841
ENSG00000173638	ENSXETG00000011482	ENSDARG00000033993
ENSG00000100335	ENSXETG00000016132	ENSDARG00000060991
ENSG00000015171	ENSXETG00000016884	ENSDARG00000057249
ENSG00000071243	ENSXETG00000022722	ENSDARG00000034326
ENSG00000241343	ENSXETG00000018150	ENSDARG00000058105
ENSG00000185352	ENSXETG00000004076	ENSDARG00000069500
ENSG00000185352	ENSXETG00000004076	ENSDARG00000071217
ENSG00000107957	ENSXETG00000011399	ENSDARG00000060148
ENSG00000107957	ENSXETG00000011399	ENSDARG00000061758
ENSG00000165621	ENSXETG00000030242	ENSDARG00000078743
ENSG00000165621	ENSXETG00000030242	ENSDARG00000033684
ENSG00000165621	ENSXETG00000030242	ENSDARG00000029803
ENSG00000165621	ENSXETG00000030242	ENSDARG00000040247
ENSG00000164284	ENSXETG00000020835	ENSDARG00000069421
ENSG00000071894	ENSXETG00000007599	ENSDARG00000034178
ENSG00000155189	ENSXETG00000015962	ENSDARG00000063187
ENSG00000205363	ENSXETG00000005182	ENSDARG00000026247
ENSG00000206418	ENSXETG00000004289	ENSDARG00000089428
ENSG00000179454	ENSXETG00000003057	ENSDARG00000063447
ENSG00000244187	ENSXETG00000003949	ENSDARG00000067681
ENSG00000112659	ENSXETG00000018504	ENSDARG00000073975
ENSG00000112659	ENSXETG00000018504	ENSDARG00000090204
ENSG00000168246	ENSXETG00000014428	ENSDARG00000069184
ENSG00000130775	ENSXETG00000001835	ENSDARG00000058964
ENSG00000128272	ENSXETG00000024806	ENSDARG00000038141
ENSG00000128272	ENSXETG00000024806	ENSDARG00000039515
ENSG00000155463	ENSXETG00000022127	ENSDARG00000069313
ENSG00000203877	ENSXETG00000030057	ENSDARG00000070535
ENSG00000060069	ENSXETG00000000856	ENSDARG00000017522
ENSG00000171004	ENSXETG00000005408	ENSDARG00000088426
ENSG00000171004	ENSXETG00000005408	ENSDARG00000012025
ENSG00000174358	ENSXETG00000015619	ENSDARG00000056719
ENSG00000174358	ENSXETG00000015619	ENSDARG00000018621
ENSG00000174358	ENSXETG00000015619	ENSDARG00000091560
ENSG00000262246	ENSXETG00000031908	ENSDARG00000028513
ENSG00000262246	ENSXETG00000034093	ENSDARG00000028513
ENSG00000107242	ENSXETG00000001678	ENSDARG00000006508
ENSG00000107242	ENSXETG00000001678	ENSDARG00000044295
ENSG00000168300	ENSXETG00000033680	ENSDARG00000053152
ENSG00000145088	ENSXETG00000000002	ENSDARG00000010432
ENSG00000198835	ENSXETG00000006175	ENSDARG00000073896
ENSG00000072444	ENSXETG00000006612	ENSDARG00000012829
ENSG00000174705	ENSXETG00000018790	ENSDARG00000021377
ENSG00000139793	ENSXETG00000033349	ENSDARG00000018460
ENSG00000181873	ENSXETG00000006176	ENSDARG00000063446
ENSG00000126456	ENSXETG00000002863	ENSDARG00000076251
ENSG00000144567	ENSXETG00000013896	ENSDARG00000063270
ENSG00000129038	ENSXETG00000024861	ENSDARG00000054451
ENSG00000257529	ENSXETG00000018150	ENSDARG00000058105
ENSG00000105699	ENSXETG00000017834	ENSDARG00000010025
ENSG00000105699	ENSXETG00000008233	ENSDARG00000010025
ENSG00000059573	ENSXETG00000022613	ENSDARG00000061123
ENSG00000129204	ENSXETG00000013503	ENSDARG00000061895
ENSG00000116761	ENSXETG00000011183	ENSDARG00000032206
ENSG00000116761	ENSXETG00000011183	ENSDARG00000074301
ENSG00000131467	ENSXETG00000012591	ENSDARG00000012234
ENSG00000187051	ENSXETG00000024807	ENSDARG00000091124
ENSG00000163406	ENSXETG00000012024	ENSDARG00000032010
ENSG00000163930	ENSXETG00000000091	ENSDARG00000063051
ENSG00000187866	ENSXETG00000019765	ENSDARG00000036500
ENSG00000183570	ENSXETG00000011483	ENSDARG00000054378
ENSG00000183570	ENSXETG00000011483	ENSDARG00000086030
ENSG00000130561	ENSXETG00000026787	ENSDARG00000038378
ENSG00000130561	ENSXETG00000026787	ENSDARG00000012610
ENSG00000165059	ENSXETG00000022849	ENSDARG00000014134
ENSG00000165059	ENSXETG00000022849	ENSDARG00000016809
ENSG00000130158	ENSXETG00000027242	ENSDARG00000035706
ENSG00000125249	ENSXETG00000023495	ENSDARG00000077553
ENSG00000125249	ENSXETG00000023495	ENSDARG00000040246
ENSG00000125386	ENSXETG00000012108	ENSDARG00000036595
ENSG00000164331	ENSXETG00000016820	ENSDARG00000035399
ENSG00000145882	ENSXETG00000033269	ENSDARG00000089987
ENSG00000145882	ENSXETG00000033269	ENSDARG00000069003
ENSG00000153002	ENSXETG00000016077	ENSDARG00000045442
ENSG00000151151	ENSXETG00000005113	ENSDARG00000076699
ENSG00000151151	ENSXETG00000005113	ENSDARG00000029291
ENSG00000100997	ENSXETG00000012789	ENSDARG00000071004
ENSG00000164363	ENSXETG00000024197	ENSDARG00000068387
ENSG00000157782	ENSXETG00000034192	ENSDARG00000019990
ENSG00000157782	ENSXETG00000034192	ENSDARG00000033411
ENSG00000106399	ENSXETG00000007291	ENSDARG00000002613
ENSG00000178342	ENSXETG00000000858	ENSDARG00000035961
ENSG00000178342	ENSXETG00000026031	ENSDARG00000035961
ENSG00000176160	ENSXETG00000030814	ENSDARG00000078472
ENSG00000176160	ENSXETG00000033030	ENSDARG00000078472
ENSG00000065615	ENSXETG00000022592	ENSDARG00000020898
ENSG00000196642	ENSXETG00000003948	ENSDARG00000077653
ENSG00000196642	ENSXETG00000003948	ENSDARG00000079046
ENSG00000122490	ENSXETG00000025946	ENSDARG00000088768
ENSG00000181585	ENSXETG00000003685	ENSDARG00000069423
ENSG00000070193	ENSXETG00000025130	ENSDARG00000030932
ENSG00000070193	ENSXETG00000025130	ENSDARG00000067548
ENSG00000137497	ENSXETG00000028066	ENSDARG00000088910
ENSG00000137497	ENSXETG00000028066	ENSDARG00000061928
ENSG00000137497	ENSXETG00000028066	ENSDARG00000086540
ENSG00000137497	ENSXETG00000028066	ENSDARG00000087136
ENSG00000187682	ENSXETG00000003398	ENSDARG00000013161
ENSG00000198035	ENSXETG00000003280	ENSDARG00000062123
ENSG00000140836	ENSXETG00000023509	ENSDARG00000073944
ENSG00000140836	ENSXETG00000023509	ENSDARG00000073681
ENSG00000214357	ENSXETG00000001703	ENSDARG00000029452
ENSG00000081320	ENSXETG00000028061	ENSDARG00000014348
ENSG00000196262	ENSXETG00000018366	ENSDARG00000093125
ENSG00000050628	ENSXETG00000011179	ENSDARG00000055781
ENSG00000120129	ENSXETG00000027880	ENSDARG00000007628
ENSG00000146830	ENSXETG00000018415	ENSDARG00000075647
ENSG00000146830	ENSXETG00000018415	ENSDARG00000078691
ENSG00000146830	ENSXETG00000018415	ENSDARG00000094507
ENSG00000085563	ENSXETG00000002493	ENSDARG00000010936
ENSG00000118058	ENSXETG00000010087	ENSDARG00000004537
ENSG00000136560	ENSXETG00000016203	ENSDARG00000067723
ENSG00000143578	ENSXETG00000002133	ENSDARG00000088355
ENSG00000140795	ENSXETG00000003892	ENSDARG00000076348
ENSG00000108587	ENSXETG00000008037	ENSDARG00000026654
ENSG00000144401	ENSXETG00000016391	ENSDARG00000012051
ENSG00000130787	ENSXETG00000005793	ENSDARG00000059484
ENSG00000130787	ENSXETG00000005793	ENSDARG00000060627
ENSG00000140153	ENSXETG00000010253	ENSDARG00000041239
ENSG00000140153	ENSXETG00000010253	ENSDARG00000079220
ENSG00000103035	ENSXETG00000017884	ENSDARG00000068076
ENSG00000134343	ENSXETG00000010396	ENSDARG00000058015
ENSG00000173535	ENSXETG00000010510	ENSDARG00000004392
ENSG00000173535	ENSXETG00000010510	ENSDARG00000004451
ENSG00000067221	ENSXETG00000015266	ENSDARG00000062142
ENSG00000232434	ENSXETG00000003947	ENSDARG00000076873
ENSG00000232434	ENSXETG00000003947	ENSDARG00000076268
ENSG00000104154	ENSXETG00000022040	ENSDARG00000007180
ENSG00000113719	ENSXETG00000018301	ENSDARG00000005273
ENSG00000054148	ENSXETG00000003946	ENSDARG00000045567
ENSG00000168502	ENSXETG00000004290	ENSDARG00000091408
ENSG00000073584	ENSXETG00000021355	ENSDARG00000016871
ENSG00000185246	ENSXETG00000003066	ENSDARG00000042080
ENSG00000155330	ENSXETG00000003894	ENSDARG00000002506
ENSG00000158552	ENSXETG00000032838	ENSDARG00000003283
ENSG00000173530	ENSXETG00000010510	ENSDARG00000004392
ENSG00000173530	ENSXETG00000010510	ENSDARG00000004451
ENSG00000161542	ENSXETG00000019542	ENSDARG00000036524
ENSG00000168140	ENSXETG00000017309	ENSDARG00000016293
ENSG00000168140	ENSXETG00000017309	ENSDARG00000076215
ENSG00000132485	ENSXETG00000024108	ENSDARG00000044332
ENSG00000107960	ENSXETG00000011402	ENSDARG00000007734
ENSG00000100346	ENSXETG00000016133	ENSDARG00000070522
ENSG00000141759	ENSXETG00000014807	ENSDARG00000036190
ENSG00000177943	ENSXETG00000003945	ENSDARG00000093629
ENSG00000104689	ENSXETG00000010510	ENSDARG00000004392
ENSG00000104689	ENSXETG00000010510	ENSDARG00000004451
ENSG00000166123	ENSXETG00000003895	ENSDARG00000012199
ENSG00000105698	ENSXETG00000013975	ENSDARG00000020228
ENSG00000065150	ENSXETG00000023496	ENSDARG00000040245
ENSG00000101003	ENSXETG00000027032	ENSDARG00000007624
ENSG00000135502	ENSXETG00000006224	ENSDARG00000078800
ENSG00000112761	ENSXETG00000023462	ENSDARG00000071048
ENSG00000119139	ENSXETG00000001683	ENSDARG00000023443
ENSG00000119139	ENSXETG00000001683	ENSDARG00000063309
ENSG00000106034	ENSXETG00000033347	ENSDARG00000045747
ENSG00000169750	ENSXETG00000026276	ENSDARG00000020795
ENSG00000178127	ENSXETG00000004051	ENSDARG00000013044
ENSG00000137285	ENSXETG00000018032	ENSDARG00000039522
ENSG00000206549	ENSXETG00000013549	ENSDARG00000016538
ENSG00000165521	ENSXETG00000016627	ENSDARG00000053517
ENSG00000103423	ENSXETG00000031809	ENSDARG00000058494
ENSG00000103423	ENSXETG00000031809	ENSDARG00000095983
ENSG00000138411	ENSXETG00000015806	ENSDARG00000062447
ENSG00000138411	ENSXETG00000015806	ENSDARG00000063253
ENSG00000107223	ENSXETG00000003971	ENSDARG00000009950
ENSG00000148942	ENSXETG00000025601	ENSDARG00000005004
ENSG00000112996	ENSXETG00000017716	ENSDARG00000067691
ENSG00000112996	ENSXETG00000017716	ENSDARG00000075326
ENSG00000147457	ENSXETG00000016810	ENSDARG00000041362
ENSG00000172260	ENSXETG00000024105	ENSDARG00000021607
ENSG00000129810	ENSXETG00000014009	ENSDARG00000069916
ENSG00000198912	ENSXETG00000006036	ENSDARG00000069009
ENSG00000104164	ENSXETG00000022045	ENSDARG00000042933
ENSG00000163751	ENSXETG00000033023	ENSDARG00000045442
ENSG00000163751	ENSXETG00000016076	ENSDARG00000045442
ENSG00000117748	ENSXETG00000001834	ENSDARG00000037188
ENSG00000108389	ENSXETG00000007790	ENSDARG00000038472
ENSG00000113712	ENSXETG00000020861	ENSDARG00000007993
ENSG00000113712	ENSXETG00000020861	ENSDARG00000052674
ENSG00000176971	ENSXETG00000004609	ENSDARG00000087196
ENSG00000176971	ENSXETG00000004609	ENSDARG00000039949
ENSG00000196581	ENSXETG00000015321	ENSDARG00000038655
ENSG00000113916	ENSXETG00000019779	ENSDARG00000069295
ENSG00000113916	ENSXETG00000019779	ENSDARG00000070864
ENSG00000160808	ENSXETG00000003682	ENSDARG00000029321
ENSG00000144230	ENSXETG00000030217	ENSDARG00000062030
ENSG00000164338	ENSXETG00000016821	ENSDARG00000002720
ENSG00000129151	ENSXETG00000004606	ENSDARG00000036135
ENSG00000127191	ENSXETG00000003950	ENSDARG00000078378
ENSG00000127191	ENSXETG00000003950	ENSDARG00000030173
ENSG00000127191	ENSXETG00000003950	ENSDARG00000017812
ENSG00000142156	ENSXETG00000011486	ENSDARG00000074908
ENSG00000044115	ENSXETG00000008405	ENSDARG00000077846
ENSG00000164588	ENSXETG00000017714	ENSDARG00000077190
ENSG00000154358	ENSXETG00000013910	ENSDARG00000043309
ENSG00000105968	ENSXETG00000011167	ENSDARG00000068820
ENSG00000105968	ENSXETG00000011167	ENSDARG00000042502
ENSG00000122873	ENSXETG00000005114	ENSDARG00000079516
ENSG00000069345	ENSXETG00000024999	ENSDARG00000010745
ENSG00000069345	ENSXETG00000024999	ENSDARG00000023921
ENSG00000158571	ENSXETG00000022029	ENSDARG00000074457
ENSG00000158571	ENSXETG00000022029	ENSDARG00000037140
ENSG00000204619	ENSXETG00000024449	ENSDARG00000036063
ENSG00000077044	ENSXETG00000030286	ENSDARG00000074183
ENSG00000130768	ENSXETG00000012883	ENSDARG00000010130
ENSG00000168894	ENSXETG00000001266	ENSDARG00000023958
ENSG00000130226	ENSXETG00000006574	ENSDARG00000024744
ENSG00000130226	ENSXETG00000006574	ENSDARG00000076826
ENSG00000131697	ENSXETG00000002886	ENSDARG00000069014
ENSG00000131697	ENSXETG00000002883	ENSDARG00000069014
ENSG00000164362	ENSXETG00000015624	ENSDARG00000042637
ENSG00000254685	ENSXETG00000030909	ENSDARG00000042139
ENSG00000105514	ENSXETG00000027219	ENSDARG00000018107
ENSG00000105514	ENSXETG00000027219	ENSDARG00000043607
ENSG00000138688	ENSXETG00000000994	ENSDARG00000062330
ENSG00000138688	ENSXETG00000000997	ENSDARG00000062330
ENSG00000138688	ENSXETG00000001596	ENSDARG00000062330
ENSG00000138688	ENSXETG00000004799	ENSDARG00000062330
ENSG00000168916	ENSXETG00000010257	ENSDARG00000075823
ENSG00000072401	ENSXETG00000025140	ENSDARG00000038576
ENSG00000159069	ENSXETG00000003951	ENSDARG00000005642
ENSG00000135063	ENSXETG00000033309	ENSDARG00000059671
ENSG00000135063	ENSXETG00000033309	ENSDARG00000086135
ENSG00000109881	ENSXETG00000030104	ENSDARG00000003582
ENSG00000101546	ENSXETG00000030939	ENSDARG00000073705
ENSG00000110917	ENSXETG00000012272	ENSDARG00000059630
ENSG00000136709	ENSXETG00000002960	ENSDARG00000018272
ENSG00000205592	ENSXETG00000031337	ENSDARG00000057436
ENSG00000106415	ENSXETG00000007289	ENSDARG00000008503
ENSG00000172425	ENSXETG00000021566	ENSDARG00000011693
ENSG00000168884	ENSXETG00000012114	ENSDARG00000074501
ENSG00000135324	ENSXETG00000018157	ENSDARG00000074763
ENSG00000105518	ENSXETG00000007927	ENSDARG00000043604
ENSG00000160801	ENSXETG00000003683	ENSDARG00000020957
ENSG00000107282	ENSXETG00000033427	ENSDARG00000014105
ENSG00000107282	ENSXETG00000033427	ENSDARG00000074328
ENSG00000101745	ENSXETG00000004049	ENSDARG00000052419
ENSG00000090863	ENSXETG00000025025	ENSDARG00000013780
ENSG00000090863	ENSXETG00000025025	ENSDARG00000061282
ENSG00000260170	ENSXETG00000022046	ENSDARG00000017034
ENSG00000176919	ENSXETG00000029960	ENSDARG00000032098
ENSG00000175970	ENSXETG00000012243	ENSDARG00000009629
ENSG00000168890	ENSXETG00000001267	ENSDARG00000035184
ENSG00000168890	ENSXETG00000001267	ENSDARG00000068227
ENSG00000168890	ENSXETG00000001267	ENSDARG00000069795
ENSG00000168890	ENSXETG00000001267	ENSDARG00000057440
ENSG00000205213	ENSXETG00000030403	ENSDARG00000060542
ENSG00000259030	ENSXETG00000024099	ENSDARG00000086933
ENSG00000050438	ENSXETG00000014124	ENSDARG00000015531
ENSG00000101544	ENSXETG00000014810	ENSDARG00000060937
ENSG00000101544	ENSXETG00000014810	ENSDARG00000028431
ENSG00000139990	ENSXETG00000030303	ENSDARG00000060320
ENSG00000244731	ENSXETG00000005203	ENSDARG00000038424
ENSG00000152767	ENSXETG00000030247	ENSDARG00000074381
ENSG00000135315	ENSXETG00000026941	ENSDARG00000087369
ENSG00000135315	ENSXETG00000033876	ENSDARG00000087369
ENSG00000183513	ENSXETG00000026562	ENSDARG00000094833
ENSG00000136011	ENSXETG00000005356	ENSDARG00000045748
ENSG00000188647	ENSXETG00000031102	ENSDARG00000067695
ENSG00000172059	ENSXETG00000007013	ENSDARG00000030844
ENSG00000172059	ENSXETG00000007013	ENSDARG00000013794
ENSG00000171208	ENSXETG00000003911	ENSDARG00000062343
ENSG00000171208	ENSXETG00000003911	ENSDARG00000063293
ENSG00000103415	ENSXETG00000014986	ENSDARG00000078452
ENSG00000103415	ENSXETG00000014986	ENSDARG00000055101
ENSG00000037241	ENSXETG00000024782	ENSDARG00000039641
ENSG00000115446	ENSXETG00000026564	ENSDARG00000040455
ENSG00000128791	ENSXETG00000004048	ENSDARG00000074831
ENSG00000128791	ENSXETG00000004048	ENSDARG00000033428
ENSG00000137767	ENSXETG00000022046	ENSDARG00000017034
ENSG00000100442	ENSXETG00000003052	ENSDARG00000079018
ENSG00000182319	ENSXETG00000017090	ENSDARG00000088305
ENSG00000163249	ENSXETG00000016385	ENSDARG00000062270
ENSG00000143545	ENSXETG00000020541	ENSDARG00000034771
ENSG00000170571	ENSXETG00000017712	ENSDARG00000059485
ENSG00000253958	ENSXETG00000026703	ENSDARG00000028096
ENSG00000253958	ENSXETG00000026703	ENSDARG00000089553
ENSG00000146676	ENSXETG00000001257	ENSDARG00000068822
ENSG00000146676	ENSXETG00000001257	ENSDARG00000068013
ENSG00000017797	ENSXETG00000004047	ENSDARG00000078653
ENSG00000010319	ENSXETG00000007320	ENSDARG00000007560
ENSG00000147324	ENSXETG00000000371	ENSDARG00000079104
ENSG00000064042	ENSXETG00000021088	ENSDARG00000079060
ENSG00000064042	ENSXETG00000021088	ENSDARG00000074275
ENSG00000149582	ENSXETG00000032181	ENSDARG00000077203
ENSG00000003147	ENSXETG00000007286	ENSDARG00000042608
ENSG00000122971	ENSXETG00000012275	ENSDARG00000030781
ENSG00000163754	ENSXETG00000016072	ENSDARG00000011934
ENSG00000163754	ENSXETG00000016072	ENSDARG00000059391
ENSG00000116783	ENSXETG00000024099	ENSDARG00000086933
ENSG00000074935	ENSXETG00000011177	ENSDARG00000096620
ENSG00000074935	ENSXETG00000011177	ENSDARG00000043982
ENSG00000074935	ENSXETG00000007335	ENSDARG00000096620
ENSG00000074935	ENSXETG00000007335	ENSDARG00000043982
ENSG00000107317	ENSXETG00000003954	ENSDARG00000027088
ENSG00000107317	ENSXETG00000003954	ENSDARG00000071626
ENSG00000107317	ENSXETG00000003954	ENSDARG00000045979
ENSG00000138286	ENSXETG00000031180	ENSDARG00000061215
ENSG00000165072	ENSXETG00000001688	ENSDARG00000073695
ENSG00000165072	ENSXETG00000001688	ENSDARG00000059677
ENSG00000130427	ENSXETG00000032905	ENSDARG00000055163
ENSG00000126457	ENSXETG00000002877	ENSDARG00000010246
ENSG00000161204	ENSXETG00000017277	ENSDARG00000089705
ENSG00000139797	ENSXETG00000002042	ENSDARG00000037930
ENSG00000101004	ENSXETG00000030461	ENSDARG00000075119
ENSG00000136286	ENSXETG00000031123	ENSDARG00000036104
ENSG00000104626	ENSXETG00000008153	ENSDARG00000044692
ENSG00000169188	ENSXETG00000022026	ENSDARG00000068961
ENSG00000169188	ENSXETG00000022026	ENSDARG00000008472
ENSG00000184154	ENSXETG00000023967	ENSDARG00000025679
ENSG00000178184	ENSXETG00000014825	ENSDARG00000036090
ENSG00000178184	ENSXETG00000014825	ENSDARG00000031876
ENSG00000089486	ENSXETG00000013161	ENSDARG00000076118
ENSG00000157837	ENSXETG00000026938	ENSDARG00000025220
ENSG00000105695	ENSXETG00000008234	ENSDARG00000009965
ENSG00000113732	ENSXETG00000024781	ENSDARG00000039642
ENSG00000198887	ENSXETG00000030157	ENSDARG00000044282
ENSG00000183111	ENSXETG00000012714	ENSDARG00000002463
ENSG00000007314	ENSXETG00000014235	ENSDARG00000008797
ENSG00000007314	ENSXETG00000014235	ENSDARG00000034588
ENSG00000102572	ENSXETG00000023524	ENSDARG00000023878
ENSG00000102572	ENSXETG00000023524	ENSDARG00000031413
ENSG00000170191	ENSXETG00000024902	ENSDARG00000075143
ENSG00000169855	ENSXETG00000020971	ENSDARG00000026784
ENSG00000169583	ENSXETG00000003974	ENSDARG00000044776
ENSG00000162621	ENSXETG00000031210	ENSDARG00000097415
ENSG00000081177	ENSXETG00000017930	ENSDARG00000016117
ENSG00000142173	ENSXETG00000011490	ENSDARG00000061436
ENSG00000148943	ENSXETG00000000264	ENSDARG00000027322
ENSG00000135454	ENSXETG00000006222	ENSDARG00000061520
ENSG00000135454	ENSXETG00000006222	ENSDARG00000077352
ENSG00000164463	ENSXETG00000012727	ENSDARG00000078581
ENSG00000178965	ENSXETG00000002998	ENSDARG00000069262
ENSG00000119138	ENSXETG00000019051	ENSDARG00000068194
ENSG00000158156	ENSXETG00000030874	ENSDARG00000039996
ENSG00000158156	ENSXETG00000030874	ENSDARG00000078841
ENSG00000158156	ENSXETG00000030874	ENSDARG00000004498
ENSG00000158156	ENSXETG00000030874	ENSDARG00000076820
ENSG00000108387	ENSXETG00000030625	ENSDARG00000010385
ENSG00000129636	ENSXETG00000025004	ENSDARG00000075584
ENSG00000196890	ENSXETG00000027131	ENSDARG00000034203
ENSG00000196890	ENSXETG00000027131	ENSDARG00000093756
ENSG00000196890	ENSXETG00000027131	ENSDARG00000086591
ENSG00000196890	ENSXETG00000027131	ENSDARG00000076129
ENSG00000196890	ENSXETG00000027131	ENSDARG00000070289
ENSG00000196890	ENSXETG00000027131	ENSDARG00000070254
ENSG00000196890	ENSXETG00000027131	ENSDARG00000051778
ENSG00000196890	ENSXETG00000027131	ENSDARG00000092743
ENSG00000196890	ENSXETG00000027131	ENSDARG00000089397
ENSG00000196890	ENSXETG00000027131	ENSDARG00000086751
ENSG00000196890	ENSXETG00000027131	ENSDARG00000087694
ENSG00000196890	ENSXETG00000027131	ENSDARG00000095115
ENSG00000196890	ENSXETG00000027131	ENSDARG00000079909
ENSG00000196890	ENSXETG00000027131	ENSDARG00000070297
ENSG00000196890	ENSXETG00000027131	ENSDARG00000089405
ENSG00000196890	ENSXETG00000027131	ENSDARG00000087854
ENSG00000196890	ENSXETG00000027131	ENSDARG00000075482
ENSG00000196890	ENSXETG00000027131	ENSDARG00000093195
ENSG00000196890	ENSXETG00000027131	ENSDARG00000088028
ENSG00000196890	ENSXETG00000027131	ENSDARG00000078724
ENSG00000196890	ENSXETG00000027131	ENSDARG00000094610
ENSG00000196890	ENSXETG00000027131	ENSDARG00000091265
ENSG00000196890	ENSXETG00000027131	ENSDARG00000094744
ENSG00000196890	ENSXETG00000027131	ENSDARG00000078941
ENSG00000196890	ENSXETG00000027131	ENSDARG00000051726
ENSG00000196890	ENSXETG00000027131	ENSDARG00000088259
ENSG00000196890	ENSXETG00000027131	ENSDARG00000091728
ENSG00000196890	ENSXETG00000027131	ENSDARG00000091066
